id,question,valid,row_count,needs_manual_review,review_reason,expected_family,expected_answer_shape,error,human_gold_valid,human_notes,semantic_audit_status,semantic_audit_notes
FINALKGQA749,How much is the net percentage change in Tier1 current demand when moving from BL1 to BL2?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA750,"For each technology category and quarter, what are the reported future-demand percentage values?",True,120,False,,future_demand,raw_or_lookup,,correct,Correct: returns reported future-demand percentage values by technology category and quarter.,correct,Correct: returns reported future-demand percentage values by technology category and quarter.
FINALKGQA751,List the sum of vehicle units for every month as provided in the forecast data?,True,36,False,,vehicle_sales,sum,,,,,
FINALKGQA752,"For Tier1 suppliers, how does autonomous-driving development average out when analyzed by vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA753,What is the overall quantity of OrderCancellation entries?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA754,How many OEM companies have acknowledged a semiconductor shortage in their reports?,True,1,False,,shortage,count,,,,correct,Counts OEM companies that reported shortage; matches the question.
FINALKGQA755,"Among all components, which one has the most Tier1 inventory participants?",True,1,False,,inventory,ranking_top,,,,,
FINALKGQA756,How many company records are related to the Tier1 survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA757,Please provide the aggregate OEM demand value for the Americas region?,True,1,False,,regional_demand,sum,,,,,
FINALKGQA758,What average change in current-demand is indicated at BL1 and BL2 by Tier1 Automotive survey responses?,True,2,False,,current_demand_baselines,average,,correct,Correct: averages BL1 and BL2 Tier1 Automotive current-demand percentage changes.,correct,Correct: averages BL1 and BL2 Tier1 Automotive current-demand percentage changes.
FINALKGQA759,"On a per-quarter basis, what is the mean future-demand change for each technology bucket?",True,40,False,,future_demand,average,,correct,"Manual semantic spot check: query returns average future-demand change by technology category and quarter, matching the requested per-quarter technology-bucket breakdown.",correct,"Manual semantic spot check: query returns average future-demand change by technology category and quarter, matching the requested per-quarter technology-bucket breakdown."
FINALKGQA760,What is the aggregate number of vehicles sold per type for each year?,True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA761,"Show the average autonomous driving percentage for OEMs, categorized by vehicle, SAE level, and year?",True,45,False,,autonomous_driving,average,,correct,"Correct: returns OEM autonomous-driving average percentage by vehicle type, SAE level, and year.",correct,"Correct: returns OEM autonomous-driving average percentage by vehicle type, SAE level, and year."
FINALKGQA762,Which order cancellation response type records the largest participant involvement?,True,1,False,,order_cancellation,ranking_top,,,,correct,Returns the order-cancellation response type with the largest participant count; matches the question.
FINALKGQA763,How many semiconductor companies fall into each category of having reported a shortage or not?,True,2,False,,shortage,count,,,,,
FINALKGQA764,How does the sum of Tier1 inventory responses vary across different components and trends?,True,9,False,,inventory,sum,,,,,
FINALKGQA765,"Which types of surveys are represented in the Tier1, OEM, and Semiconductor sections?",True,3,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA766,"On a quarterly basis, what is the average trend in demand percentage reported in the Semiconductor survey?",True,7,False,,regional_demand,average,,,,correct,Returns average Semiconductor demand percentage by quarter; matches the question.
FINALKGQA767,"Among Tier1 automotive survey participants, what is the cumulative percentage change in current demand for BL1 and BL2?",True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA768,What is the aggregate percentage change in future demand for each technology category broken down by quarter?,True,40,False,,future_demand,sum,,,,,
FINALKGQA769,How many forecast vehicle sales units are collectively reported across all entries?,True,1,False,,vehicle_sales,sum,,correct,Correct: returns aggregate SUM of forecast vehicle-sales units across all entries.,correct,Correct: returns aggregate SUM of forecast vehicle-sales units across all entries.
FINALKGQA770,"For Tier1 suppliers, how does the average autonomous driving development break down according to vehicle type and SAE level?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA771,Which technology category and response type pertain to each observation of an order-cancellation participant?,True,15,False,,order_cancellation,raw_or_lookup,,,,,
FINALKGQA772,"For OEM companies, what are the counts for those that confirmed a shortage and those that did not?",True,2,False,,shortage,count,,,,,
FINALKGQA773,Which combination of semiconductor technology category and inventory trend is most prevalent in the dataset?,True,1,False,,inventory,ranking_top,,,,correct,Returns the most frequent semiconductor technology-category and inventory-trend pairing; top-ranked shape matches the question.
FINALKGQA774,Which technology category is seeing the most current demand?,True,1,False,,catalog_lookup,ranking_top,,,,,
FINALKGQA775,Count the DemandForRegion entries that are related to Tier1 survey information?,True,1,False,,regional_demand,count,,,,,
FINALKGQA776,Detail the percentage changes observed for baselines BL1 and BL2 among Tier1 automotive?,True,2,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA777,Which vehicle type records the highest average change in estimated future demand?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA778,Which month shows the maximum forecasted vehicle sales volume?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA779,How many SAE levels are identified in the records?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA780,How many OrderCancellation entries are associated with OEM survey reports?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA781,How many Tier1 companies fall into each category of reporting a shortage or not?,True,2,False,,shortage,count,,correct,"Manual semantic spot check: query returns yes/no shortage status and counts for Tier1 companies, matching the requested grouped shortage-status count.",correct,"Manual semantic spot check: query returns yes/no shortage status and counts for Tier1 companies, matching the requested grouped shortage-status count."
FINALKGQA782,In which technology categories do semiconductor inventory trends appear most frequently?,True,9,False,,inventory,count,,,,,
FINALKGQA783,How many company entries exist in our dataset?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA784,"For each survey type, what is the average demand calculated over all regions?",True,3,False,,regional_demand,average,,,,correct,Returns average demand by survey type across regions; matches the question.
FINALKGQA785,By how much does the sum of Tier1's current demand in BL1 exceed or fall short of that in BL2?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA786,How many FutureDemandAnalysis records reference the Tier1 survey?,True,1,False,,future_demand,count,,,,,
FINALKGQA787,Which vehicle type stands out with the most total sales in a year?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA788,How many AutonomousDrivingDevelopment entries have been documented?,True,1,False,,autonomous_driving,count,,,,correct,Counts AutonomousDrivingDevelopment entries; matches the question.
FINALKGQA789,"Across semiconductor technology categories, which ones show the largest sums of order cancellations?",True,5,False,,order_cancellation,sum,,,,,
FINALKGQA790,What is the total number of semiconductor companies that have reported a shortage in semiconductors?,True,1,False,,shortage,count,,,,,
FINALKGQA791,"Report the inventory sums allocated to EV, non-EV, and mixed component categories?",True,3,False,,inventory,sum,,,,,
FINALKGQA792,How many TechnologyCategory entities are currently defined?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA793,Where is the sum of current demand from Tier1 largest among all regions?,True,5,False,,regional_demand,sum,,,,,
FINALKGQA794,What is the cumulative percentage change for BL1 and BL2 in Tier1 Automotive current demand?,True,2,False,,current_demand_baselines,sum,,,,correct,Returns cumulative BL1 and BL2 percentage changes for Tier1 Automotive current demand; matches the question.
FINALKGQA795,How many FutureDemandAnalysis entries have been created in total?,True,1,False,,future_demand,count,,,,,
FINALKGQA796,"What is the sum of vehicle units sold for each month, limited to actual sales observations?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA797,Which vehicle type and SAE level combination exhibits the highest percentage of autonomous driving?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA798,How many semiconductor order cancellation responses correspond to each technology category paired with each response type?,True,15,False,,order_cancellation,sum,,correct,Correct: sums semiconductor order-cancellation participant counts by technology category and response type.,correct,Correct: sums semiconductor order-cancellation participant counts by technology category and response type.
FINALKGQA799,How many OEM companies are there that have not reported any semiconductor shortages?,True,1,False,,shortage,count,,,,,
FINALKGQA800,"In Tier1 companies, what is the total number of inventory entries that are identified as increase, stable, or decrease?",True,3,False,,inventory,count,,,,,
FINALKGQA801,"How does the current-demand percentage change compare among OEMs for BEV, BEHV, and ICE vehicle categories?",True,3,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA802,Show the sum of Tier1 demand percentage changes broken down by region and quarter?,True,35,False,,regional_demand,sum,,,,,
FINALKGQA803,Enumerate the baseline types documented in the dataset?,True,5,False,,current_demand_baselines,raw_or_lookup,,correct,"Manual semantic spot check: query returns distinct baseline types documented in the dataset, matching the requested catalog lookup.",correct,"Manual semantic spot check: query returns distinct baseline types documented in the dataset, matching the requested catalog lookup."
FINALKGQA804,"What are the overall future demand totals for Tier1, separated by region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA805,How many actual vehicle-sales units have been accumulated across all records?,True,1,False,,vehicle_sales,sum,,correct,Correct: returns aggregate SUM of actual vehicle-sales units across all records.,correct,Correct: returns aggregate SUM of actual vehicle-sales units across all records.
FINALKGQA806,How does the average percentage of autonomous driving differ by vehicle type when looking at data from all years combined?,True,9,False,,autonomous_driving,average,,correct,Correct after repair: averages autonomous-driving percentage by vehicle type across all years combined.,correct,Correct after repair: averages autonomous-driving percentage by vehicle type across all years combined.
FINALKGQA807,How many OrderCancellation records are referenced by the Tier1 survey?,True,1,False,,order_cancellation,count,,correct,Correct: counts OrderCancellation records referenced by the Tier1 survey; result is 0 against the loaded KG.,correct,Correct: counts OrderCancellation records referenced by the Tier1 survey; result is 0 against the loaded KG.
FINALKGQA808,Which companies have stated in surveys that they encountered a semiconductor shortage?,True,6,False,,shortage,raw_or_lookup,,,,correct,Lists companies reporting shortages across survey types; matches the question.
FINALKGQA809,Report the total Tier1 inventory participant numbers categorized by component?,True,3,False,,inventory,sum,,,,,
FINALKGQA810,How many company records are tied to the Semiconductor survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA811,"Per quarter, what is the total number of demand entries linked to each survey?",True,21,False,,regional_demand,count,,,,correct,"Counts DemandForRegion entries per survey type and quarter; matches the requested per-quarter, per-survey entry count."
FINALKGQA812,How does the count of Tier1 Automotive current-demand entries differ between baselines BL1 and BL2?,True,2,False,,current_demand_baselines,count,,,,,
FINALKGQA813,How many FutureDemandAnalysis entries have links to Semiconductor surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA814,"How many vehicle sales observations are recorded as actual, and how many are recorded as forecast?",True,2,False,,vehicle_sales,count,,,,,
FINALKGQA815,Which vehicle type stands out with the top percentage at Level 5 autonomy?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA816,How many order cancellation responses pertain to each semiconductor technology category?,True,15,False,,order_cancellation,sum,,correct,Correct after repair: returns one order-cancellation response count per semiconductor technology category.,correct,Correct after repair: returns one order-cancellation response count per semiconductor technology category.
FINALKGQA817,How many semiconductor companies have not mentioned facing a semiconductor shortage?,True,1,False,,shortage,count,,,,correct,Counts semiconductor companies not reporting shortage; matches the question.
FINALKGQA818,Which components are linked to how many Tier1 inventory trend records?,True,9,False,,inventory,count,,,,,
FINALKGQA819,Identify the conversion factors linked to each technology category and vehicle type?,True,15,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA820,What is the count of all DemandForRegion entries present?,True,1,False,,regional_demand,count,,,,,
FINALKGQA821,Which Tier1 Automotive baseline achieves the peak average percentage change in current demand?,True,1,False,,current_demand_baselines,ranking_top,,,,correct,Returns the baseline with the highest average current-demand percentage change in Tier1 Automotive; matches the question.
FINALKGQA822,List the overall future semiconductor demand amounts for each technology category in every quarter?,True,40,False,,future_demand,sum,,,,,
FINALKGQA823,How does the total number of vehicle sales units vary month by month in the actual data?,True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA824,"For each vehicle type and SAE level, what is the average autonomous driving development value recorded?",True,15,False,,autonomous_driving,average,,,,,
FINALKGQA825,How many OrderCancellation records are directly linked with the Semiconductor survey?,True,1,False,,order_cancellation,count,,,,correct,Counts OrderCancellation records directly linked to Semiconductor survey; zero count is valid for this direct-link count question.
FINALKGQA826,"Across all survey types, where do the most companies report a shortage?",True,1,False,,shortage,ranking_top,,,,,
FINALKGQA827,Which Tier1 inventory trend measurements exist for each component?,True,18,False,,inventory,raw_or_lookup,,correct,Correct: returns Tier1 inventory trend measurements by component.,correct,Correct: returns Tier1 inventory trend measurements by component.
FINALKGQA828,What is the count of active component share categories for each Tier1 company?,True,3,False,,catalog_lookup,count,,,,,
FINALKGQA829,Which regions account for the combined demand values in the OEM survey?,True,5,False,,regional_demand,sum,,,,correct,Returns OEM-survey demand totals grouped by region and ordered by total demand; matches the requested regional contribution breakdown.
FINALKGQA830,What percentage change in current demand results from adding BL1 and BL2 together for Tier1?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA831,How is future demand percentage distributed by region and quarter in OEM survey data?,True,35,False,,future_demand,sum,,,,,
FINALKGQA832,How many VehicleSalesObservation records can be found?,True,1,False,,vehicle_sales,count,,,,correct,Counts VehicleSalesObservation records; matches the question.
FINALKGQA833,What average percentage of autonomous driving development was attained in each year?,True,3,False,,autonomous_driving,average,,,,,
FINALKGQA834,How many OrderCancellation entries have been documented?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA835,Could you provide the number of Tier1 companies that reported a shortage and those that did not?,True,2,False,,shortage,count,,,,,
FINALKGQA836,Which component shows the highest total of participants in Tier1 inventory?,True,1,False,,inventory,ranking_top,,,,,
FINALKGQA837,Identify all technology category names listed in the catalog?,True,5,False,,catalog_lookup,raw_or_lookup,,correct,"Manual semantic spot check: query returns distinct technology category names, matching the requested catalog lookup.",correct,"Manual semantic spot check: query returns distinct technology category names, matching the requested catalog lookup."
FINALKGQA838,Count the Tier1 demand items linked to the Americas region?,True,1,False,,regional_demand,count,,,,,
FINALKGQA839,What is the overall Tier1 current demand percentage change when subtracting BL2 from BL1?,True,1,False,,current_demand_baselines,sum,,,,correct,"Returns BL1, BL2, and BL1-BL2 delta for Tier1 current demand; matches the question."
FINALKGQA840,"Show the aggregate future demand percentage for Semiconductor, categorized by region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA841,"Display the sum of vehicle sales for each month, categorized by whether the figures are actual or forecasted?",True,48,False,,vehicle_sales,sum,,,,,
FINALKGQA842,"What are the average autonomous-driving development metrics for OEMs, organized according to vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA843,Which response type for order cancellations is linked to the greatest number of participants?,True,1,False,,order_cancellation,ranking_top,,correct,Correct: sums participants by order-cancellation response type and returns the greatest one.,correct,Correct: sums participants by order-cancellation response type and returns the greatest one.
FINALKGQA844,How many Tier1 companies have identified a semiconductor shortage in their survey data?,True,1,False,,shortage,count,,,,,
FINALKGQA845,Detail the Tier1 inventory response totals for each combination of component and trend?,True,9,False,,inventory,sum,,,,,
FINALKGQA846,What is the overall quantity of Quarter entities recorded?,True,1,False,,catalog_lookup,count,,,,correct,Counts Quarter entities; matches the question.
FINALKGQA847,What is the sum and average of demand levels captured in the Tier1 survey?,True,1,False,,regional_demand,average,,,,correct,Returns total and average demand for Tier1 survey; matches the question.
FINALKGQA848,How does the average current-demand change at BL1 and BL2 for Tier1 companies classified under Automotive?,True,2,False,,current_demand_baselines,average,,,,,
FINALKGQA849,Which technology category stands out with the top average percentage change in future demand estimates?,True,1,False,,future_demand,ranking_top,,,,,
FINALKGQA850,Name the month that experienced the highest actual vehicle sales?,True,1,False,,vehicle_sales,ranking_top,,,,correct,Returns the month with maximum actual vehicle sales; matches the question.
FINALKGQA851,"In Tier1 supplier data, what are the average autonomous-driving development values when sorted by vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA852,What technology category and response type are linked with each participant observation related to order cancellations?,True,15,False,,order_cancellation,raw_or_lookup,,,,,
FINALKGQA853,"Within the Tier1, OEM, and Semiconductor survey datasets, how many companies are recorded as having shortages in each respective survey?",True,6,False,,shortage,count,,,,,
FINALKGQA854,Which pairing of semiconductor technology category and inventory trend has the highest occurrence?,True,1,False,,inventory,ranking_top,,,,,
FINALKGQA855,What quarter designations can be found in the dataset?,True,8,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA856,"On average, how high is the semiconductor demand in the Americas region?",True,1,False,,regional_demand,average,,,,correct,Returns average Semiconductor-survey demand for the Americas region; matches the question.
FINALKGQA857,"In Tier1 automotive survey data, what is the overall sum of percentage changes in current demand for BL1 and BL2?",True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA858,What is the average projected percentage change in demand for each vehicle type per quarter?,True,24,False,,future_demand,average,,,,,
FINALKGQA859,How does the forecast data break down the total vehicle units sold by month?,True,36,False,,vehicle_sales,sum,,,,,
FINALKGQA860,"List the average autonomous driving percentage for each OEM, detailing the breakdown by vehicle, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA861,How many OrderCancellation entries are attached to OEM survey forms?,True,1,False,,order_cancellation,count,,,,,
FINALKGQA862,"What is the count of semiconductor companies that have indicated experiencing a shortage, and how many have not?",True,2,False,,shortage,count,,,,,
FINALKGQA863,How does the quantity of semiconductor inventory trends vary across different technology categories?,True,9,False,,inventory,count,,,,,
FINALKGQA864,How many distinct companies are related to the OEM survey?,True,1,False,,catalog_lookup,count,,correct,"Manual semantic spot check: query returns the count of companies related to the OEM survey, matching the requested count.",correct,"Manual semantic spot check: query returns the count of companies related to the OEM survey, matching the requested count."
FINALKGQA865,What is the region with the minimum total demand as captured in the Tier1 survey?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA866,What percentage changes are linked to baselines BL1 and BL2 for Tier1 automotive?,True,2,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA867,"Provide the sum of future demand for Option1, Option2, and Option3 in Automotive, organized by quarter?",True,8,False,,future_demand,sum,,,,,
FINALKGQA868,Which vehicle types achieved what total sales in each year?,True,6,False,,vehicle_sales,sum,,,,,
FINALKGQA869,"In Tier1 suppliers, what is the average autonomous driving development value for each vehicle type and SAE level pairing?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA870,"In terms of order cancellations, which semiconductor technology categories have the highest accumulated totals?",True,5,False,,order_cancellation,sum,,,,,
FINALKGQA871,"List the number of companies that have reported shortages, grouped by survey type?",True,6,False,,shortage,count,,,,,
FINALKGQA872,"How is the overall inventory amount allocated to EV, non-EV, and mixed component groups?",True,3,False,,inventory,sum,,,,,
FINALKGQA873,"For each technology category, what is the current demand and its percentage change?",True,5,False,,catalog_lookup,raw_or_lookup,,correct,Correct: returns technology-category current demand and B1/B2 percentage changes.,correct,Correct: returns technology-category current demand and B1/B2 percentage changes.
FINALKGQA874,Please provide the aggregate Semiconductor demand figure for the Americas region?,True,1,False,,regional_demand,sum,,,,,
FINALKGQA875,What is the summed difference in current demand for Tier1 when comparing BL1 against BL2?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA876,How many FutureDemandAnalysis entries reference OEM surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA877,What is the total forecast vehicle sales unit volume reported in the available data?,True,1,False,,vehicle_sales,sum,,,,,
FINALKGQA878,What is the total count of SAE levels shown?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA879,How many Tier1 companies have no record of reporting a semiconductor shortage?,True,1,False,,shortage,count,,,,,
FINALKGQA880,Which regions are listed within our current data collection?,True,5,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA881,Which regions accumulate the largest overall current demand from OEMs?,True,5,False,,regional_demand,sum,,correct,"Manual semantic spot check: query returns OEM regional demand totals ordered descending, matching the requested largest-current-demand regional comparison.",correct,"Manual semantic spot check: query returns OEM regional demand totals ordered descending, matching the requested largest-current-demand regional comparison."
FINALKGQA882,Determine the total of the percentage-change values for BL1 and BL2 in Tier1 Automotive current demand?,True,2,False,,current_demand_baselines,sum,,,,correct,Returns total BL1 and BL2 percentage-change values for Tier1 Automotive current demand; matches the question.
FINALKGQA883,How do the future-demand percentages vary for each technology category in each quarter?,True,120,False,,future_demand,raw_or_lookup,,correct,Correct: returns future-demand percentage records by technology category and quarter.,correct,Correct: returns future-demand percentage records by technology category and quarter.
FINALKGQA884,Forecasted vehicle sales are expected to be highest in which month?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA885,What is the overall quantity of AutonomousDrivingDevelopment entries?,True,1,False,,autonomous_driving,count,,,,,
FINALKGQA886,How many regions can be found in the survey database?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA887,Show the summed percentage change in semiconductor demand for each region per quarter?,True,35,False,,regional_demand,sum,,,,,
FINALKGQA888,Could you list the baseline types that appear in the dataset?,True,5,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA889,What is the mean future-demand change calculated for each combination of technology bucket and quarter?,True,40,False,,future_demand,average,,,,,
FINALKGQA890,"For total yearly sales, which vehicle type comes out on top?",True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA891,Which vehicle type and SAE level together account for the highest percentage of autonomous driving?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA892,How many company entries are associated with the Tier1 survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA893,"Which regions have the highest overall demand when aggregating data from Tier1, OEM, and Semiconductor surveys?",True,15,False,,regional_demand,sum,,,,,
FINALKGQA894,"Determine the number of Tier1 Automotive current-demand entries assigned to each baseline, BL1 and BL2?",True,2,False,,current_demand_baselines,count,,,,correct,Counts Tier1 Automotive current-demand entries assigned to BL1 and BL2; matches the question.
FINALKGQA895,How does the total future demand percentage change for each technology category compare from quarter to quarter?,True,40,False,,future_demand,sum,,,,,
FINALKGQA896,"Report the total vehicle units sold per month, restricted to actual sales data?",True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA897,"What is the average autonomous-driving percentage per vehicle type, considering data from every year?",True,9,False,,autonomous_driving,average,,correct,Correct after repair: averages autonomous-driving percentage by vehicle type across all years combined.,correct,Correct after repair: averages autonomous-driving percentage by vehicle type across all years combined.
FINALKGQA898,"What survey types are associated with Tier1, OEM, and Semiconductor groups?",True,3,False,,catalog_lookup,raw_or_lookup,,,,,
FINALKGQA899,Which region records the minimum total demand in the context of the Semiconductor survey?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA900,Which Tier1 Automotive baseline reflects the highest average percentage change in current demand?,True,1,False,,current_demand_baselines,ranking_top,,,,,
FINALKGQA901,Which vehicle type leads in terms of average change in future demand projections?,True,1,False,,future_demand,ranking_top,,,,correct,Returns the vehicle type with the highest average future-demand percentage change; matches the question.
FINALKGQA902,What cumulative figure do the records show for actual vehicle-sales units?,True,1,False,,vehicle_sales,sum,,,,correct,Sums actual vehicle-sales units; matches the requested cumulative actual-sales figure.
FINALKGQA903,Which vehicle type achieves the maximum percentage among Level 5 autonomous vehicles?,True,1,False,,autonomous_driving,ranking_top,,,,,
FINALKGQA904,Which technology category records the maximum current demand?,True,1,False,,catalog_lookup,ranking_top,,,,,
FINALKGQA905,"From the OEM survey, which region stands out with the maximum total demand?",True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA906,What is the overall sum of percentage changes in current demand for BL1 and BL2 in Tier1?,True,2,False,,current_demand_baselines,sum,,,,,
FINALKGQA907,What count of FutureDemandAnalysis entries are linked with the Tier1 survey?,True,1,False,,future_demand,count,,,,,
FINALKGQA908,What is the breakdown of vehicle sales observation counts between actual and forecast types?,True,2,False,,vehicle_sales,count,,,,,
FINALKGQA909,What average autonomous driving development figures are reported for the various combinations of vehicle type and SAE level?,True,15,False,,autonomous_driving,average,,,,,
FINALKGQA910,What is the total count of company instances stored in the database?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA911,Could you provide the average demand percentage trend per quarter based on Tier1 survey data?,True,7,False,,regional_demand,average,,correct,Correct: computes average Tier1 demand percentage change per quarter; trend flag is a false positive from wording.,correct,Correct: computes average Tier1 demand percentage change per quarter; trend flag is a false positive from wording.
FINALKGQA912,What is the total Tier1 current demand percentage change when comparing BL1 against BL2?,True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA913,What is the current total of FutureDemandAnalysis entries?,True,1,False,,future_demand,count,,correct,"Manual semantic spot check: query returns the total count of FutureDemandAnalysis entries, matching the requested count.",correct,"Manual semantic spot check: query returns the total count of FutureDemandAnalysis entries, matching the requested count."
FINALKGQA914,Report the aggregate vehicle sales units for each month using only actual sales data?,True,12,False,,vehicle_sales,sum,,,,,
FINALKGQA915,How has the average percentage for autonomous driving development changed from year to year?,True,3,False,,autonomous_driving,average,,,,,
FINALKGQA916,What is the total count of TechnologyCategory entities stored in our database?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA917,Show the cumulative OEM demand percentage changes broken down by region and quarter?,True,35,False,,regional_demand,sum,,,,correct,Returns cumulative OEM demand percentage changes by region and quarter; matches the question.
FINALKGQA918,What is the average change in current-demand for Tier1 Automotive participants at both BL1 and BL2 stages?,True,2,False,,current_demand_baselines,average,,,,,
FINALKGQA919,"List the cumulative future demand for Tier1, detailing the amounts per region and quarter?",True,35,False,,future_demand,sum,,,,,
FINALKGQA920,What is the number of VehicleSalesObservation records that are available?,True,1,False,,vehicle_sales,count,,,,,
FINALKGQA921,"In relation to OEMs, what are the average autonomous-driving development values when considering vehicle type, SAE level, and year as grouping factors?",True,45,False,,autonomous_driving,average,,,,correct,"Returns OEM autonomous-driving averages grouped by vehicle type, SAE level, and year; matches the requested grouping."
FINALKGQA922,"Identify the current-demand percentage change for each OEM within the BEV, BEHV, and ICE groups?",True,3,False,,catalog_lookup,raw_or_lookup,,probably_correct,Probably correct: query returns OEM-survey current-demand percentage change for BEV/BEHV/ICE; wording could imply individual OEMs.,probably_correct,Probably correct: query returns OEM-survey current-demand percentage change for BEV/BEHV/ICE; wording could imply individual OEMs.
FINALKGQA923,Where is semiconductor demand at its maximum among all regions?,True,1,False,,regional_demand,ranking_top,,,,,
FINALKGQA924,"Within Tier1 automotive survey data, how much is the percentage change in current demand for BL1 plus BL2 combined?",True,1,False,,current_demand_baselines,sum,,,,,
FINALKGQA925,How many FutureDemandAnalysis records pertain to Semiconductor surveys?,True,1,False,,future_demand,count,,,,,
FINALKGQA926,"Across all months, how do the summed vehicle sales compare between actual data and forecasts?",True,48,False,,vehicle_sales,sum,,,,,
FINALKGQA927,"Within the Tier1 supplier segment, how does the average autonomous-driving development compare across combinations of vehicle type, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA928,How many companies are identified as being part of the Semiconductor survey?,True,1,False,,catalog_lookup,count,,,,,
FINALKGQA929,What is the combined demand and the mean demand value recorded in the Semiconductor survey?,True,1,False,,regional_demand,average,,,,correct,Returns both total and average demand for the Semiconductor survey; matches the requested combined and mean values.
FINALKGQA930,"For Tier1 automotive, what are the percentage changes tied to baselines BL1 and BL2?",True,2,False,,current_demand_baselines,raw_or_lookup,,,,,
FINALKGQA931,"Report the total anticipated semiconductor demand, categorized by technology type and quarter?",True,40,False,,future_demand,sum,,,,,
FINALKGQA932,Highlight the month when actual vehicle sales were at their highest level?,True,1,False,,vehicle_sales,ranking_top,,,,,
FINALKGQA933,"Provide the average percentage of autonomous driving for OEMs, organized according to vehicle, SAE level, and year?",True,45,False,,autonomous_driving,average,,,,,
FINALKGQA934,Detail the conversion factors grouped according to technology category and vehicle type?,True,15,False,,catalog_lookup,raw_or_lookup,,correct,Correct: returns conversion factors grouped in the output by technology category and vehicle type.,correct,Correct: returns conversion factors grouped in the output by technology category and vehicle type.
FINALKGQA935,Please provide the total amount of Tier1 demand associated with the Americas region?,True,1,False,,regional_demand,sum,,,,,
FINALKGQA936,"How much does Tier1's current demand increase or decrease when moving from BL2 to BL1, considering the total across all items?",True,1,False,,current_demand_baselines,sum,,correct,"Manual semantic spot check: query returns the BL1 minus BL2 percentage-change delta for Tier1 current demand, matching the requested baseline difference.",correct,"Manual semantic spot check: query returns the BL1 minus BL2 percentage-change delta for Tier1 current demand, matching the requested baseline difference."
FINALKGQA937,"Show the cumulative future demand percentage from OEM surveys, organized by region and quarter?",True,35,False,,future_demand,sum,,,,,
