request_id,question,topic,expected_route,system_mode,route,selected_source,estimated_llm_calls,candidate_count,graph_row_count,graph_error,row_preview,answer_text,execution_selection_reason,selected_query,correctness,notes,strict_result_match,source_gold_id,audit_method,human_sparql_difficulty,failure_type,failure_family
FULLKGQA0792,What is the sum and average of demand levels captured in the Tier1 survey?,regional_demand,,llm_ranking,llm_ranking,validated_retrieval,0,10,1,,"[{""avgDemand"": ""20.0"", ""totalDemand"": ""100.0""}]","Answer: The query returned 1 row(s). Results: total demand: 100.0, avg demand: 20.0.",selected_best_executable_candidate,SELECT (SUM(?units) AS ?totalDemand) (AVG(?units) AS ?avgDemand) WHERE { ?d a survey:DemandForRegion ; survey:hasSurveyOrigin ?o ; survey:totalDemand ?units . ?o a survey:Tier1_Survey },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0793,"In the Tier1, OEM, and Semiconductor survey findings, how many companies are listed as experiencing shortages per survey?",shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,3,,"[{""companyCount"": ""2"", ""surveyGroup"": ""OEM""}, {""companyCount"": ""2"", ""surveyGroup"": ""Semiconductor""}, {""companyCount"": ""2"", ""surveyGroup"": ""Tier1""}]","Answer: The query returned 3 row(s). Results: survey group: OEM, company count: 2; survey group: Semiconductor, company count: 2; survey group: Tier1, company count: 2.",,"SELECT ?surveyGroup (COUNT(?company) AS ?companyCount) WHERE { VALUES (?origin ?surveyGroup) { (survey:OEM_Survey_Instance ""OEM"") (survey:Tier1_Survey_Instance ""Tier1"") (survey:Semiconductor_Survey_Instance ""Semiconductor"") } ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?shortage = true) } GROUP BY ?surveyGroup ORDER BY ?surveyGroup",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0794,"Across all months, how do the summed vehicle sales compare between actual data and forecasts?",vehicle_sales,,direct_graph_supported,auto_answer,capability_inventory,0,1,48,,"[{""monthLabel"": ""Apr 2023"", ""salesType"": ""actual"", ""unitsSold"": ""6425650""}, {""monthLabel"": ""Apr 2024"", ""salesType"": ""forecast"", ""unitsSold"": ""6818720""}, {""monthLabel"": ""Apr 2025"", ""salesType"": ""forecast"", ""unitsSold"": ""7260983""}, {""monthLabel"": ""Apr 2026"", ""salesType"": ""forecast"", ""unitsSold"": ""7009380""}, {""monthLabel"": ""Aug 2023"", ""salesType"": ""actual"", ""unitsSold"": ""7057393""}, {""monthLabel"": ""Aug 2024"", ""salesType"": ""forecast"", ""unitsSold"": ""6837967""}, {""monthLabel"": ""Aug 2025"", ""salesType"": ""forecast"", ""unitsSold"": ""6966169""}, {""monthLabel"": ""Aug 2026"", ""salesType"": ""forecast"", ""unitsSold"": ""6967132""}, {""monthLabel"": ""Dec 2023"", ""salesType"": ""actual"", ""unitsSold"": ""8093262""}, {""monthLa...","Answer: Vehicle-sales results returned 48 grouped row(s). First groups: month label: Apr 2023, sales type: actual, units sold: 6425650; month label: Apr 2024, sales type: forecast, units sold: 6818720; month label: Apr 2025, sales type: forecast, units sold: 7260983; month label: Apr 2026, sales type: forecast, units sold: 7009380; month label: Aug 2023, sales type: actual, units sold: 7057393; month label: Aug 2024, sales type: forecast, units sold: 6837967; month label: Aug 2025, sales type: forecast, units sold: 6966169; month label: Aug 2026, sales type: forecast, units sold: 6967132; month label: Dec 2023, sales type: actual, units sold: 8093262; month label: Dec 2024, sales type: forecast, units sold: 8544327; month label: Dec 2025, sales type: forecast, units sold: 8455087; month label: Dec 2026, sales type: forecast, units sold: 8482982.",,"SELECT ?monthLabel ?salesType (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?monthLabel) BIND(IF(EXISTS { ?obs survey:isActualData true }, ""actual"", ""forecast"") AS ?salesType) } GROUP BY ?monthLabel ?salesType ORDER BY ?monthLabel ?salesType",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0795,"How does the average autonomous driving percentage differ across vehicles, SAE levels, and years for each OEM?",autonomous_driving,,llm_ranking,llm_ranking,validated_retrieval,0,8,15,,"[{""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEHV""}, {""avgPercentage"": ""42.0"", ""saeLevel"": ""1"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""52.0"", ""saeLevel"": ""2"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""62.0"", ""saeLevel"": ""3"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""72.0"", ""saeLevel"": ""4"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""82.0"", ""saeLevel"": ""5"", ""vehicleType"": ""BEV""}, {""avgPercentage"": ""42.0"", ""saeL...","Answer: Autonomous-driving development returned 15 grouped row(s). First groups: vehicle type: BEHV, sae level: 1, avg percentage: 42.0; vehicle type: BEHV, sae level: 2, avg percentage: 52.0; vehicle type: BEHV, sae level: 3, avg percentage: 62.0; vehicle type: BEHV, sae level: 4, avg percentage: 72.0; vehicle type: BEHV, sae level: 5, avg percentage: 82.0; vehicle type: BEV, sae level: 1, avg percentage: 42.0; vehicle type: BEV, sae level: 2, avg percentage: 52.0; vehicle type: BEV, sae level: 3, avg percentage: 62.0.",switched_to_nonempty_candidate,"SELECT ?vehicleType ?saeLevel (AVG(?percentage) AS ?avgPercentage) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasVehicleType ?vehicle ; survey:hasSAELevel ?sae ; survey:hasPercentage ?percentage . BIND(REPLACE(STR(?vehicle), '^.*/', '') AS ?vehicleType) BIND(REPLACE(STR(?sae), '^.*/SAE_Level_', '') AS ?saeLevel) } GROUP BY ?vehicleType ?saeLevel ORDER BY ?vehicleType xsd:integer(?saeLevel)",incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,previously_audited_failure,autonomous_driving_complex_grouping
FULLKGQA0796,"What survey types are associated with Tier1, OEM, and Semiconductor groups?",catalog_lookup,,llm_ranking,llm_ranking,validated_retrieval,0,6,15,,"[{""regionName"": ""Americas"", ""surveyType"": ""OEM"", ""totalDemand"": ""41867556.0""}, {""regionName"": ""Americas"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""56.0""}, {""regionName"": ""Americas"", ""surveyType"": ""Tier1"", ""totalDemand"": ""20.7""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""OEM"", ""totalDemand"": ""22941316.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""41.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""Tier1"", ""totalDemand"": ""6.9""}, {""regionName"": ""Asia Pacific/China"", ""surveyType"": ""OEM"", ""totalDemand"": ""50108295.0""}, {""regionName"": ""Asia Pacific/China"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""47.0""}, {""regio...","Answer: Regional demand returned 15 grouped row(s). First groups: region name: Americas, survey type: OEM, total demand: 41867556.0; region name: Americas, survey type: Semiconductor, total demand: 56.0; region name: Americas, survey type: Tier1, total demand: 20.7; region name: All Other, survey type: OEM, total demand: 22941316.0; region name: All Other, survey type: Semiconductor, total demand: 41.0; region name: All Other, survey type: Tier1, total demand: 6.9; region name: China, survey type: OEM, total demand: 50108295.0; region name: China, survey type: Semiconductor, total demand: 47.0.",kept_selected_nonempty,SELECT ?regionName ?surveyType (SUM(?unitsSold) AS ?totalDemand) WHERE { VALUES (?surveyClass ?surveyType) { (survey:OEM_Survey 'OEM') (survey:Tier1_Survey 'Tier1') (survey:Semiconductor_Survey 'Semiconductor') } ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?unitsSold . ?origin a ?surveyClass . ?region a survey:Region ; survey:regionName ?regionName . } GROUP BY ?regionName ?surveyType ORDER BY ?regionName ?surveyType,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,easy,none,
FULLKGQA0797,Which baseline types are present in the available data?,current_demand_baselines,,llm_ranking,llm_ranking,infineon,0,5,5,,"[{""baselineType"": ""BL1""}, {""baselineType"": ""BL2""}, {""baselineType"": ""Option1""}, {""baselineType"": ""Option2""}, {""baselineType"": ""Option3""}]",Answer: The query returned 5 row(s). Results: baseline type: BL1; baseline type: BL2; baseline type: Option1; baseline type: Option2; baseline type: Option3.,selected_best_executable_candidate,SELECT DISTINCT ?baselineType WHERE { ?entry survey:baselineType ?baselineType . } ORDER BY ?baselineType,incorrect,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,previously_audited_failure,current_demand_baseline_or_scope
FULLKGQA0798,Which vehicle type stands out with the top average change in future demand?,future_demand,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""avgPercentageChange"": ""4.74375"", ""vehicleType"": ""BEV""}]",Answer: The query returned 1 grouped row(s). The highest returned avg percentage change is for vehicle type: BEV with 4.74.,,"SELECT ?vehicleType (AVG(?pct) AS ?avgPercentageChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesVehicleType ?vehicle ; survey:percentageChange ?pct . BIND(REPLACE(STR(?vehicle), ""^.*/"", """") AS ?vehicleType) } GROUP BY ?vehicleType ORDER BY DESC(?avgPercentageChange) LIMIT 1",correct,Selected query result signature matches the repaired gold query.,True,FINALKGQA993,strict_gold_result_signature,,none,none
FULLKGQA0799,How many inventory trends are documented per semiconductor technology category?,inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Stable""}, {""entryCount"": ""1"", ""technologyCategory"": ""28nm_to_%3C45nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""28nm_to_%3C45nm"", ""trend"": ""Stable""}, {""entryCount"": ""1"", ""technologyCategory"": ""55nm_to_180nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""55nm_to_180nm"", ""trend"": ""Stable""}, {""entryCount"": ""2"", ""technologyCategory""...","Answer: The query returned 9 row(s). First results: technology category: 10nm_to_%3C28nm, trend: Decrease, entry count: 1; technology category: 10nm_to_%3C28nm, trend: Increase, entry count: 1; technology category: 180nm_or_greater, trend: Decrease, entry count: 1; technology category: 180nm_or_greater, trend: Stable, entry count: 1; technology category: 28nm_to_%3C45nm, trend: Decrease, entry count: 1; technology category: 28nm_to_%3C45nm, trend: Stable, entry count: 1; technology category: 55nm_to_180nm, trend: Increase, entry count: 1; technology category: 55nm_to_180nm, trend: Stable, entry count: 1.",,"SELECT ?technologyCategory ?trend (COUNT(?entry) AS ?entryCount) WHERE { ?entry a survey:InventoryDevelopment_Semi ; survey:forTechnologyCategory ?technology ; survey:hasInventoryTrend ?trend . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?trend ORDER BY ?technologyCategory ?trend",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0800,How many OrderCancellation entries are attached to OEM survey forms?,order_cancellation,,llm_ranking,llm_ranking,validated_retrieval,0,7,1,,"[{""count"": ""0""}]",Answer: The result is 0.,kept_selected_nonempty,SELECT (COUNT(?oc) AS ?count) WHERE { ?oc a survey:OrderCancellation ; survey:hasSurveyOrigin ?o . ?o a survey:OEM_Survey },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0801,"What is the total demand reported in Tier1, OEM, and Semiconductor surveys for each region?",regional_demand,,llm_ranking,llm_ranking,validated_retrieval,0,5,15,,"[{""regionName"": ""Americas"", ""surveyType"": ""OEM"", ""totalDemand"": ""41867556.0""}, {""regionName"": ""Americas"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""56.0""}, {""regionName"": ""Americas"", ""surveyType"": ""Tier1"", ""totalDemand"": ""20.7""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""OEM"", ""totalDemand"": ""22941316.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""41.0""}, {""regionName"": ""Asia Pacific/All Other"", ""surveyType"": ""Tier1"", ""totalDemand"": ""6.9""}, {""regionName"": ""Asia Pacific/China"", ""surveyType"": ""OEM"", ""totalDemand"": ""50108295.0""}, {""regionName"": ""Asia Pacific/China"", ""surveyType"": ""Semiconductor"", ""totalDemand"": ""47.0""}, {""regio...","Answer: Regional demand returned 15 grouped row(s). First groups: region name: Americas, survey type: OEM, total demand: 41867556.0; region name: Americas, survey type: Semiconductor, total demand: 56.0; region name: Americas, survey type: Tier1, total demand: 20.7; region name: All Other, survey type: OEM, total demand: 22941316.0; region name: All Other, survey type: Semiconductor, total demand: 41.0; region name: All Other, survey type: Tier1, total demand: 6.9; region name: China, survey type: OEM, total demand: 50108295.0; region name: China, survey type: Semiconductor, total demand: 47.0.",kept_selected_nonempty,SELECT ?regionName ?surveyType (SUM(?unitsSold) AS ?totalDemand) WHERE { VALUES (?surveyClass ?surveyType) { (survey:OEM_Survey 'OEM') (survey:Tier1_Survey 'Tier1') (survey:Semiconductor_Survey 'Semiconductor') } ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:totalDemandPercentageChange ?unitsSold . ?origin a ?surveyClass . ?region a survey:Region ; survey:regionName ?regionName . } GROUP BY ?regionName ?surveyType ORDER BY ?regionName ?surveyType,correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0802,How does the number of Tier1 companies experiencing a shortage compare to those without a shortage?,shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""companyCount"": ""1""}]",Answer: The result is 1.,,"SELECT (COUNT(?company) AS ?companyCount) WHERE { BIND(""Tier1"" AS ?surveyGroup) ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?origin = survey:Tier1_Survey_Instance) FILTER(?shortage = false) }",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0803,During which month were actual vehicle sales at their peak?,vehicle_sales,,direct_graph_supported,auto_answer,capability_inventory,0,1,12,,"[{""monthLabel"": ""Apr 2023"", ""unitsSold"": ""6425650""}, {""monthLabel"": ""Aug 2023"", ""unitsSold"": ""7057393""}, {""monthLabel"": ""Dec 2023"", ""unitsSold"": ""8093262""}, {""monthLabel"": ""Feb 2023"", ""unitsSold"": ""6176907""}, {""monthLabel"": ""Jan 2023"", ""unitsSold"": ""5727449""}, {""monthLabel"": ""Jul 2023"", ""unitsSold"": ""7066342""}, {""monthLabel"": ""Jun 2023"", ""unitsSold"": ""7678947""}, {""monthLabel"": ""Mar 2023"", ""unitsSold"": ""7847474""}, {""monthLabel"": ""May 2023"", ""unitsSold"": ""7164150""}, {""monthLabel"": ""Nov 2023"", ""unitsSold"": ""7699941""}, {""monthLabel"": ""Oct 2023"", ""unitsSold"": ""7459190""}, {""monthLabel"": ""Sep 2023"", ""unitsSold"": ""7728774""}]","Answer: Vehicle-sales results returned 12 grouped row(s). Groups: month label: Apr 2023, units sold: 6425650; month label: Aug 2023, units sold: 7057393; month label: Dec 2023, units sold: 8093262; month label: Feb 2023, units sold: 6176907; month label: Jan 2023, units sold: 5727449; month label: Jul 2023, units sold: 7066342; month label: Jun 2023, units sold: 7678947; month label: Mar 2023, units sold: 7847474; month label: May 2023, units sold: 7164150; month label: Nov 2023, units sold: 7699941; month label: Oct 2023, units sold: 7459190; month label: Sep 2023, units sold: 7728774.",,"SELECT ?monthLabel (SUM(?units) AS ?unitsSold) WHERE { ?obs a survey:VehicleSalesObservation ; survey:isActualData true ; survey:forTimePeriod ?month ; survey:unitsSold ?units . OPTIONAL { ?month survey:periodLabel ?periodLabel . } BIND(COALESCE(?periodLabel, REPLACE(STR(?month), ""^.*/"", """")) AS ?monthLabel) } GROUP BY ?monthLabel ORDER BY ?monthLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,medium,none,
FULLKGQA0804,What is the total count of SAE levels shown?,autonomous_driving,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""saeLevelCount"": ""5""}]",Answer: The result is 5.,,SELECT (COUNT(DISTINCT ?sae) AS ?saeLevelCount) WHERE { ?entry a survey:AutonomousDrivingDevelopment ; survey:hasSAELevel ?sae . },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0805,How many regions can be found in the survey database?,catalog_lookup,,llm_ranking,llm_ranking,validated_retrieval,0,6,1,,"[{""count"": ""5""}]",Answer: The result is 5.,selected_best_executable_candidate,SELECT (COUNT(DISTINCT ?r) AS ?count) WHERE { ?r a survey:Region },correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0806,Calculate the overall BL1 to BL2 change in Tier1 current demand percentage?,current_demand_baselines,,llm_ranking,llm_ranking,validated_retrieval,0,11,2,,"[{""baseline"": ""BL1"", ""totalChange"": ""11.04""}, {""baseline"": ""BL2"", ""totalChange"": ""-9.03""}]","Answer: Current-demand BL comparison returned 2 row(s). BL1 total change is 11.04, BL2 is -9.03; BL1 is higher than BL2 by 20.07.",kept_selected_nonempty,"SELECT ?baseline (SUM(?pct) AS ?totalChange) WHERE { survey:Tier1CurrentDemand a survey:CurrentDemandAnalysis ; survey:hasAggregatedResult ?entry . ?entry a survey:CurrentDemandAnalysis ; survey:baselineType ?baseline ; survey:percentageChange ?pct . FILTER(?baseline IN ('BL1','BL2')) } GROUP BY ?baseline ORDER BY ?baseline",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0807,"Across quarters, how much does the percentage change in future demand add up to for each technology category?",future_demand,,llm_ranking,llm_ranking,validated_retrieval,0,8,40,,"[{""quarterLabel"": ""Quarter_Current_Quarter"", ""techLabel"": ""TechCategory_%3C%3D_7nm"", ""totalFutureChange"": ""27.09""}, {""quarterLabel"": ""Quarter_Q1_2026"", ""techLabel"": ""TechCategory_%3C%3D_7nm"", ""totalFutureChange"": ""3.99""}, {""quarterLabel"": ""Quarter_Q2_2025"", ""techLabel"": ""TechCategory_%3C%3D_7nm"", ""totalFutureChange"": ""165.57""}, {""quarterLabel"": ""Quarter_Q2_2026"", ""techLabel"": ""TechCategory_%3C%3D_7nm"", ""totalFutureChange"": ""3.0""}, {""quarterLabel"": ""Quarter_Q3_2025"", ""techLabel"": ""TechCategory_%3C%3D_7nm"", ""totalFutureChange"": ""-63.42""}, {""quarterLabel"": ""Quarter_Q3_2026"", ""techLabel"": ""TechCategory_%3C%3D_7nm"", ""totalFutureChange"": ""52.17""}, {""quarterLabel"": ""Quarter_Q4_2025"", ""techLabel""...",Answer: Future-demand results returned 40 grouped row(s). The highest total future-demand change is TechCategory <= 7nm in Quarter Q2 2025 with 165.57. The lowest is TechCategory <= 7nm in Quarter Q3 2025 with -63.42.,switched_to_nonempty_candidate,"SELECT ?techLabel ?quarterLabel (SUM(?pct) AS ?totalFutureChange) WHERE { ?entry a survey:FutureDemandAnalysis ; survey:analyzesTechnologyCategory ?tech ; survey:forTimePeriod ?quarter ; survey:percentageChange ?pct . BIND(REPLACE(STR(?tech), '^.*/', '') AS ?techLabel) BIND(REPLACE(STR(?quarter), '^.*/', '') AS ?quarterLabel) } GROUP BY ?techLabel ?quarterLabel ORDER BY ?techLabel ?quarterLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0808,How does the quantity of semiconductor inventory trends vary across different technology categories?,inventory,,direct_graph_supported,auto_answer,capability_inventory,0,1,9,,"[{""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""10nm_to_%3C28nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""180nm_or_greater"", ""trend"": ""Stable""}, {""entryCount"": ""1"", ""technologyCategory"": ""28nm_to_%3C45nm"", ""trend"": ""Decrease""}, {""entryCount"": ""1"", ""technologyCategory"": ""28nm_to_%3C45nm"", ""trend"": ""Stable""}, {""entryCount"": ""1"", ""technologyCategory"": ""55nm_to_180nm"", ""trend"": ""Increase""}, {""entryCount"": ""1"", ""technologyCategory"": ""55nm_to_180nm"", ""trend"": ""Stable""}, {""entryCount"": ""2"", ""technologyCategory""...","Answer: The query returned 9 row(s). First results: technology category: 10nm_to_%3C28nm, trend: Decrease, entry count: 1; technology category: 10nm_to_%3C28nm, trend: Increase, entry count: 1; technology category: 180nm_or_greater, trend: Decrease, entry count: 1; technology category: 180nm_or_greater, trend: Stable, entry count: 1; technology category: 28nm_to_%3C45nm, trend: Decrease, entry count: 1; technology category: 28nm_to_%3C45nm, trend: Stable, entry count: 1; technology category: 55nm_to_180nm, trend: Increase, entry count: 1; technology category: 55nm_to_180nm, trend: Stable, entry count: 1.",,"SELECT ?technologyCategory ?trend (COUNT(?entry) AS ?entryCount) WHERE { ?entry a survey:InventoryDevelopment_Semi ; survey:forTechnologyCategory ?technology ; survey:hasInventoryTrend ?trend . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ?trend ORDER BY ?technologyCategory ?trend",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0809,In which semiconductor technology categories has the sum of order cancellations been the greatest?,order_cancellation,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""participantCount"": ""3"", ""technologyCategory"": ""OrderCancellationChange_Semi_10nm_to_lt28nm""}]","Answer: The query returned 1 row(s). Results: technology category: OrderCancellationChange_Semi_10nm_to_lt28nm, participant count: 3.",,"SELECT ?technologyCategory (SUM(?participants) AS ?participantCount) WHERE { ?entry a survey:OrderCancellation ; survey:forTechnologyCategory ?technology ; survey:participantCount ?participants . BIND(REPLACE(STR(?technology), ""^.*/"", """") AS ?technologyCategory) } GROUP BY ?technologyCategory ORDER BY DESC(?participantCount) LIMIT 1",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
FULLKGQA0810,How much OEM demand is recorded for each region in each quarter?,regional_demand,,llm_ranking,llm_ranking,validated_retrieval,0,5,35,,"[{""oemDemand"": ""5437342.0"", ""quarterLabel"": ""Quarter_Q1_2026"", ""regionName"": ""Americas""}, {""oemDemand"": ""6278352.0"", ""quarterLabel"": ""Quarter_Q2_2025"", ""regionName"": ""Americas""}, {""oemDemand"": ""5914371.0"", ""quarterLabel"": ""Quarter_Q2_2026"", ""regionName"": ""Americas""}, {""oemDemand"": ""6122440.0"", ""quarterLabel"": ""Quarter_Q3_2025"", ""regionName"": ""Americas""}, {""oemDemand"": ""6076538.0"", ""quarterLabel"": ""Quarter_Q3_2026"", ""regionName"": ""Americas""}, {""oemDemand"": ""5829777.0"", ""quarterLabel"": ""Quarter_Q4_2025"", ""regionName"": ""Americas""}, {""oemDemand"": ""6208736.0"", ""quarterLabel"": ""Quarter_Q4_2026"", ""regionName"": ""Americas""}, {""oemDemand"": ""3353149.0"", ""quarterLabel"": ""Quarter_Q1_2026"", ""regionName...","Answer: Regional demand returned 35 grouped row(s). First groups: region name: Americas, quarter label: Quarter Q1 2026, oem demand: 5437342.0; region name: Americas, quarter label: Quarter Q2 2025, oem demand: 6278352.0; region name: Americas, quarter label: Quarter Q2 2026, oem demand: 5914371.0; region name: Americas, quarter label: Quarter Q3 2025, oem demand: 6122440.0; region name: Americas, quarter label: Quarter Q3 2026, oem demand: 6076538.0; region name: Americas, quarter label: Quarter Q4 2025, oem demand: 5829777.0; region name: Americas, quarter label: Quarter Q4 2026, oem demand: 6208736.0; region name: All Other, quarter label: Quarter Q1 2026, oem demand: 3353149.0.",kept_selected_nonempty,"SELECT ?regionName ?quarterLabel (SUM(?unitsSold) AS ?oemDemand) WHERE { ?demandForRegion a survey:DemandForRegion ; survey:hasSurveyOrigin ?origin ; survey:inRegion ?region ; survey:quarter ?quarter ; survey:totalDemandPercentageChange ?unitsSold . ?origin a survey:OEM_Survey . ?region a survey:Region ; survey:regionName ?regionName . BIND(REPLACE(STR(?quarter), '^.*/', '') AS ?quarterLabel) } GROUP BY ?regionName ?quarterLabel ORDER BY ?regionName ?quarterLabel",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,hard,none,
FULLKGQA0811,How many OEM companies have not reported facing a semiconductor shortage?,shortage,,direct_graph_supported,auto_answer,capability_inventory,0,1,1,,"[{""companyCount"": ""1""}]",Answer: The result is 1.,,"SELECT (COUNT(?company) AS ?companyCount) WHERE { BIND(""OEM"" AS ?surveyGroup) ?company a survey:Company ; survey:hasSurveyOrigin ?origin ; survey:reportsShortage ?shortage . FILTER(?origin = survey:OEM_Survey_Instance) FILTER(?shortage = false) }",correct,"Transferred from previous labeled audit because question, selected source, and selected query are unchanged.",,,transferred_from_previous_labeled_audit,,,
